SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc	
»ØÐýÐý·çÉÁµç	C«ng kÝch néi c«ng 	1144	1002	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_kl_11.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	0	360	0	0	0	5	3	381	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	0	1	0	0	0		0					0	0	0	-1	1	\script\skill\kunlun.lua	physicsenhance_p	aoxue_xiaofeng	missle_speed_v	aoxue_xiaofeng	skill_attackradius	aoxue_xiaofeng	skill_cost_v	aoxue_xiaofeng	skill_eventskilllevel	aoxue_xiaofeng	lightingdamage_v	aoxue_xiaofeng		aoxue_xiaofeng	skill_showevent	aoxue_xiaofeng	addskillexp1	aoxue_xiaofeng	skill_skillexp_v	aoxue_xiaofeng	seriesdamage_p	aoxue_xiaofeng	stun_p	aoxue_xiaofeng	addskilldamage1	aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng		aoxue_xiaofeng			
Ö±Ïß±ùÀâ×Óµ¯	C«ng kÝch ngo¹i c«ng  	1145	501	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_em_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	0	800	0	0	0	3	6	383	-1	1	1	11	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	1	-1	0	\script\skill\emei.lua	physicsenhance_p	sane_jixue	colddamage_v	sane_jixue	deadlystrike_p	sane_jixue	missle_speed_v	sane_jixue	skill_attackradius	sane_jixue	skill_cost_v	sane_jixue	skill_eventskilllevel	sane_jixue		sane_jixue	skill_showevent	sane_jixue	addskillexp1	sane_jixue	skill_skillexp_v	sane_jixue	seriesdamage_p	sane_jixue	addskilldamage1	sane_jixue		sane_jixue		sane_jixue		sane_jixue		sane_jixue		sane_jixue		sane_jixue		sane_jixue			
´óÁ¦½ð¸ÕÕÆnpc	C«ng kÝch ngo¹i c«ng  	1146	202	1	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_sl_03.spr		\sound\skill\sound_k003.wav	0	0	0	0	0	1	200	5	1	5	1	12	1083	-1	2	0	10	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	85	0	10		0					0	0	1	0	1	\script\skill\shaolin.lua	physicsenhance_p	quanshaolin150	skill_cost_v	quanshaolin150	deadlystrike_p	quanshaolin150		quanshaolin150	skill_skillexp_v	quanshaolin150	missle_speed_v	quanshaolin150	skill_attackradius	quanshaolin150	seriesdamage_p	quanshaolin150	ignoredefense_p	quanshaolin150	colddamage_v	quanshaolin150	stun_p	quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		quanshaolin150		"Kim Cang Uy M·nh, La H¸n §¹i Hïng, ThiÕu L©m §¹i Thõa Ch­ëng Ph¸p, c«ng kÝch ®Þch nh©n phÝa tr­íc."	
Î¤ÍÓÏ×èÆnpc		1147	201	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_sl_02.spr	\spr\skill\1502\sl\sl_150_gunshao_dl.spr	\sound\skill\sound_k005.wav	0	0	0	0	0	0	180	0	0	0	1	7	318	-1	1	1	9	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	100	0	0		0					0	0	1	0	1	\script\skill\shaolin.lua	physicsenhance_p	gunshaolin150	skill_cost_v	gunshaolin150	deadlystrike_p	gunshaolin150	skill_attackradius	gunshaolin150		gunshaolin150	skill_skillexp_v	gunshaolin150	seriesdamage_p	gunshaolin150	attackrating_p	gunshaolin150	colddamage_v	gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		gunshaolin150		"PhËt Quang Phæ ChiÕu, §é Ph¸p V« Biªn, ThiÕu L©m §¹i Thõa C«n Ph¸p, c«ng kÝch ®Þch nh©n xung quanh."	
Èþ½ä¹éìønpc	C«ng kÝch néi c«ng 	1148	203	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_sl_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	400	0	0	0	0	2	319	-1	3	1	11	1	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1085	0	0	0	0	0	0	0	80	20	-2	0	25	0	8		0					0	0	1	0	1	\script\skill\shaolin.lua	physicsenhance_p	daoshaolin150	skill_cost_v	daoshaolin150	skill_eventskilllevel	daoshaolin150	skill_startevent	daoshaolin150	missle_speed_v	daoshaolin150	skill_attackradius	daoshaolin150	skill_skillexp_v	daoshaolin150	seriesdamage_p	daoshaolin150	colddamage_v	daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		daoshaolin150		"ThÇn ý T¹i T©m, Khæ H¶i V« Nhai, ThiÕu L©m §¹i Thõa §ao Ph¸p, c«ng kÝch nhiÒu ®Þch nh©n phÝa tr­íc."	
ºÀÐÛÕ¶npc	C«ng kÝch ngo¹i c«ng  	1149	102	1	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tw_03.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	1	280	5	1	5	1	12	1084	-1	1	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	80	0	0		0					0	0	1	0	1	\script\skill\tianwang.lua	physicsenhance_p	daotianwang150	seriesdamage_p	daotianwang150	deadlystrike_p	daotianwang150	missle_speed_v	daotianwang150	skill_attackradius	daotianwang150	skill_cost_v	daotianwang150	skill_skillexp_v	daotianwang150		daotianwang150	missle_lifetime_v	daotianwang150	attackrating_p	daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		daotianwang150		"Tr¶m Thiªn Ph¸ §Þa, B¸c MÖnh Nhi KÝch, Thiªn V­¬ng §¹i Thõa §ao Ph¸p, sau khi ®¸nh tróng ®èi ph­¬ng sÏ táa ra ba h­íng."	
×Ýºá°Ë»Änpc	C«ng kÝch néi c«ng 	1150	103	1	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tw_02.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	1	72	5	1	4	1	12	1087	-1	1	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	60	0	7		0					0	0	1	0	1	\script\skill\tianwang.lua	physicsenhance_p	chuitianwang150	skill_skillexp_v	chuitianwang150	deadlystrike_p	chuitianwang150	missle_speed_v	chuitianwang150	skill_attackradius	chuitianwang150		chuitianwang150	skill_attackradius	chuitianwang150	skill_cost_v	chuitianwang150	missle_lifetime_v	chuitianwang150	seriesdamage_p	chuitianwang150	ignoredefense_p	chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		chuitianwang150		"§·ng B×nh Vò Néi, Táa Kh« L¹p Thñ, Thiªn V­¬ng §¹i Thõa Chïy Ph¸p, c«ng kÝch ®Þch nh©n tõ 5 phÝa xuyªn thÊu môc tiªu"	
°ÔÍõöÉ½ðnpc	C«ng kÝch ngo¹i c«ng  	1151	101	1	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tw_01.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	1	108	5	1	3	1	12	1088	-1	5	0	9	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	60	0	0		0					0	0	1	0	1	\script\skill\tianwang.lua	physicsenhance_p	qiangtianwang150	attackrating_p	qiangtianwang150	deadlystrike_p	qiangtianwang150	missle_speed_v	qiangtianwang150	skill_attackradius	qiangtianwang150	skill_cost_v	qiangtianwang150	missle_lifetime_v	qiangtianwang150	seriesdamage_p	qiangtianwang150		qiangtianwang150	skill_skillexp_v	qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		qiangtianwang150		"B¸ V­¬ng Chi Lùc, To¸i Kim Ph¸ Th¹ch, Thiªn V­¬ng §¹i Thõa Th­¬ng Ph¸p, c«ng kÝch ®Þch nh©n ph¸i tr­íc tõ 3 phÝa."	
½£»¨Íì¾§npc	C«ng kÝch ngo¹i c«ng  	1152	501	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_em_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	0	\sound\skill\sound_k009.wav	0	0	0	0	0	360	15	5	1	2	0	323	-1	5	1	10	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	20	0	64	0	65537	0				0	0	1	2	1	\script\skill\emei.lua	physicsenhance_p	jianemei150	colddamage_v	jianemei150	deadlystrike_p	jianemei150	missle_speed_v	jianemei150	skill_attackradius	jianemei150	skill_cost_v	jianemei150	skill_eventskilllevel	jianemei150		jianemei150	skill_showevent	jianemei150		jianemei150	skill_skillexp_v	jianemei150	seriesdamage_p	jianemei150		jianemei150		jianemei150		jianemei150		jianemei150		jianemei150		jianemei150		jianemei150		jianemei150		"Th©n Thanh Ngäc TiÕt, T©m Nh· TÜnh §iÓn, Nga My §¹i Thõa KiÕm Ph¸p, C«ng kÝch xuyªn thÊu môc tiªu phÝa tr­íc"	
±ùÓêçó¾§npc	C«ng kÝch néi c«ng 	1153	502	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_em_02.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr	\sound\skill\·ð¹âÆÕÕÕ.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	0	0	2	6	324	-1	1	1	11	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	80	0	0	0	0	0				0	0	1	2	1	\script\skill\emei.lua	seriesdamage_p	zhangemei150	colddamage_v	zhangemei150		zhangemei150		zhangemei150		zhangemei150	skill_cost_v	zhangemei150		zhangemei150		zhangemei150	skill_skillexp_v	zhangemei150		zhangemei150		zhangemei150		zhangemei150		zhangemei150		zhangemei150		zhangemei150		zhangemei150		zhangemei150		zhangemei150		zhangemei150		zhangemei150		"Hµn KhÝ B¸ch Nh©n, B¨ng Tinh Trôy §Þa, Nga My §¹i Thõa Ch­ëng Ph¸p, ë cù ly xa c«ng kÝch môc tiªu"	
±ùÈ¸Ô½Ö¦npc	C«ng kÝch ngo¹i c«ng  	1154	601	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_cy_01.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k009.wav	0	0	0	0	0	360	0	0	0	2	1	326	-1	1	1	11	1	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1064	0	0	80	20	-2	0	50	0	1		0					0	0	1	2	1	\script\skill\cuiyan.lua	physicsenhance_p	daocuiyan150	colddamage_v	daocuiyan150	missle_speed_v	daocuiyan150	skill_attackradius	daocuiyan150	skill_cost_v	daocuiyan150	skill_eventskilllevel	daocuiyan150	skill_collideevent	daocuiyan150	skill_showevent	daocuiyan150		daocuiyan150	skill_skillexp_v	daocuiyan150	seriesdamage_p	daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		daocuiyan150		"B¨ng Ng­ng NguyÖt H¹, Hµn Quang Sanh Yªn, Thóy Yªn §¹i Thõa §ao Ph¸p, sau khi c«ng kÝch ®Þch nh©n, tiÕp tôc c«ng kÝch."	
Ë®Ó³ÂüÐãnpc	C«ng kÝch néi c«ng 	1155	602	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_cy_02.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr		\sound\skill\sound_k006.wav	0	0	0	0	0	240	15	0	0	2	1	327	-1	1	1	11	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1102	1	1093	2	0	0	0	0	80	20	-2	0	0	0	0		0	0				0	0	1	2	1	\script\skill\cuiyan.lua	physicsdamage_v	neicuiyan150	colddamage_v	neicuiyan150	missle_speed_v	neicuiyan150	skill_attackradius	neicuiyan150	skill_cost_v	neicuiyan150	skill_eventskilllevel	neicuiyan150	skill_flyevent	neicuiyan150	skill_showevent	neicuiyan150		neicuiyan150	skill_skillexp_v	neicuiyan150	seriesdamage_p	neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		neicuiyan150		"Khinh Sa Phï Thñy, Hoa Tóc DiÖu Kh¶, Thóy Yªn §¹i Thõa Néi C«ng, c«ng kÝch ®Þch nh©n ®èi mÆt."	
ÐÎÏú¹ÇÁ¢npc	C«ng kÝch néi c«ng 	1156	402	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_wu_01.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\Ììî¸µØÉ·ÊÖf.wav	0	0	0	0	0	420	0	0	0	3	6	328	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1094	0	0	0	0	0	0	0	80	20	-2	0	90	0	0		0					0	0	1	1	1	\script\skill\wudu.lua	poisondamage_v	zhangwudu150	skill_attackradius	zhangwudu150	skill_cost_v	zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150	skill_skillexp_v	zhangwudu150	seriesdamage_p	zhangwudu150	skill_eventskilllevel	zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		zhangwudu150		"Phu B× Hãa ChØ, Kh« Cèt Nh­ Méc, Ngò §éc §¹i Thõa Ch­ëng Ph¸p, c«ng kÝch môc tiªu 3 lÇn tõ xa."	
ÓÄ»êÊÉÓ°npc	C«ng kÝch néi c«ng 	1157	401	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_wu_02.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	420	0	2	6	3	1	329	-1	2	1	11	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1095	0	0	80	20	-2	0	40	0	0		0					0	0	1	1	1	\script\skill\wudu.lua	physicsenhance_p	daowudu150	poisondamage_v	daowudu150	missle_speed_v	daowudu150	skill_attackradius	daowudu150	skill_cost_v	daowudu150		daowudu150		daowudu150	seriesdamage_p	daowudu150	skill_collideevent	daowudu150	skill_showevent	daowudu150	skill_eventskilllevel	daowudu150	skill_skillexp_v	daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		daowudu150		"¸m §ao PhÖ Hån, U Minh HÊp Ph¸ch, Ngò §éc §¹i Thõa §ao Ph¸p, c«ng kÝch ®Þch nh©n tõ xa liªn tôc 3 lÇn."	
ÎÞÓ°´©npc	C«ng kÝch ngo¹i c«ng  	1158	302	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tm_01.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	360	0	2	5	3	1	331	-1	1	1	11	1	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1097	0	0	80	20	-2	0	50	0	0		0					0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	feidaotang150	deadlystrike_p	feidaotang150	skill_cost_v	feidaotang150	skill_eventskilllevel	feidaotang150	skill_collideevent	feidaotang150	skill_showevent	feidaotang150	missle_speed_v	feidaotang150	skill_attackradius	feidaotang150		feidaotang150	skill_skillexp_v	feidaotang150	poisondamage_v	feidaotang150	seriesdamage_p	feidaotang150		feidaotang150		feidaotang150		feidaotang150		feidaotang150		feidaotang150		feidaotang150		feidaotang150		feidaotang150		"TÊn TiÖp V« ¶nh, Xuyªn Tinh Qu¸n NguyÖt, §­êng M«n §¹i Thõa ¸m KhÝ, sau khi xuyªn thÊu môc tiªu t¹o thµnh ph¹m vi s¸t th­¬ng."	
ÌúÁ«ËÄÉ±npc	C«ng kÝch néi c«ng 	1159	303	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tm_02.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	3	6	332	-1	1	1	11	1	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1098	18	0	0	0	0	80	20	-2	0	60	0	1		64					0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	nutang150	skill_cost_v	nutang150	missle_lifetime_v	nutang150	skill_attackradius	nutang150		nutang150	skill_skillexp_v	nutang150		nutang150	skill_eventskilllevel	nutang150	skill_flyevent	nutang150	seriesdamage_p	nutang150	poisondamage_v	nutang150	skill_showevent	nutang150		nutang150		nutang150		nutang150		nutang150		nutang150		nutang150		nutang150		nutang150		"ThiÕt Liªn Trôy §Þa, Quû Sa T¸n Ph¸t, §­êng M«n §¹i Thõa Ná Ph¸p, thiÕt liªn phãng ra liªn tôc tÊn c«ng ®Þch nh©n, vµ s¸t th­¬ng nh÷ng ®Þch nh©n xung quanh."	
Ç¬À¤Ò»ÖÀnpc	C«ng kÝch ngo¹i c«ng  	1160	301	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tm_03.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	0	360	0	5	0	3	2	333	-1	5	1	11	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	1		0	0				0	0	1	1	1	\script\skill\tangmen.lua	physicsenhance_p	biaotang150	deadlystrike_p	biaotang150	poisondamage_v	biaotang150	missle_speed_v	biaotang150	skill_attackradius	biaotang150	skill_cost_v	biaotang150		biaotang150	skill_skillexp_v	biaotang150	seriesdamage_p	biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		biaotang150		"Phiªu N¹p Cµn Kh«n, NhÊt KÝch TrÝ MÖnh, §­êng M«n §¹i Thõa Tiªu Ph¸p, c«ng kÝch ®èi ph­¬ng phÝa tr­íc"	
Ê±³ËÁùÁúnpc	C«ng kÝch néi c«ng 	1161	702	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_gb_01.spr	\spr\skill\150\gb\gb_150_shichengjiulong_a.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	400	0	0	0	4	1	335	-1	1	1	11	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1101	1	1103	1	0	0	0	0	80	20	-2	0	30	0	0		0					0	0	1	3	1	\script\skill\gaibang.lua	firedamage_v	zhanggaibang150	missle_speed_v	zhanggaibang150	skill_attackradius	zhanggaibang150	skill_cost_v	zhanggaibang150	skill_eventskilllevel	zhanggaibang150	skill_collideevent	zhanggaibang150	skill_showevent	zhanggaibang150		zhanggaibang150	skill_skillexp_v	zhanggaibang150	seriesdamage_p	zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		zhanggaibang150		"HiÖp Long Nhi Lai, H« KhiÕu Nhi KÝch, C¸i bang §¹i Thõa Ch­ëng Ph¸p, C«ng kÝch xuyªn thÊu ®èi víi ®èi ph­¬ng phÝa tr­íc."	
°ôåÄÂÓµØnpc	C«ng kÝch ngo¹i c«ng  	1162	701	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_gb_02.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	400	0	2	9	4	1	336	-1	5	1	11	0	0	5	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	0		0					0	0	1	3	1	\script\skill\gaibang.lua	physicsenhance_p	gungaibang150	firedamage_v	gungaibang150	missle_speed_v	gungaibang150	skill_attackradius	gungaibang150	skill_cost_v	gungaibang150		gungaibang150	skill_skillexp_v	gungaibang150	seriesdamage_p	gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		gungaibang150		"NhÊt B¸n Nhi TriÒn, Ngò Ph¸ch Lôc L­îc, C¸i Bang §¹i Thõa C«n Ph¸p, C«ng kÝch môc tiªu liªn tôc truy kÝch 5 lÇn."	
½­º£Å­À½npc	C«ng kÝch ngo¹i c«ng  	1163	801	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tr_01.spr	\spr\skill\ÌìÈÌ\mag_tr_09_ÍµÌì»»ÈÕ.spr	\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	0	60	0	0	0	4	1	337	-1	1	1	10	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1131	0	0	0	0	0	0	0	80	20	-2	0	100	0	0		0					0	0	1	3	1	\script\skill\tianren.lua	physicsenhance_p	zhanren150	firedamage_v	zhanren150	missle_speed_v	zhanren150	skill_attackradius	zhanren150	skill_cost_v	zhanren150	deadlystrike_p	zhanren150	skill_eventskilllevel	zhanren150	skill_startevent	zhanren150	skill_showevent	zhanren150	skill_skillexp_v	zhanren150	skill_desc	zhanren150	seriesdamage_p	zhanren150	steallife_p	zhanren150	stealmana_p	zhanren150		zhanren150		zhanren150		zhanren150		zhanren150		zhanren150		zhanren150		"ChiÕn ý Ngù §×nh, Th­¬ng Kiªu Thiªn H¹, Thiªn NoÉn §¹i Thõa Th­¬ng Ph¸p, c«ng kÝch môc tiªu phÝa tr­íc theo ®­êng th¼ng víi cù ly nhÊt ®Þnh."	
¼²»ðÁÇÔ­npc	C«ng kÝch néi c«ng 	1164	802	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_tr_02.spr	\spr\skill\ÌìÈÌ\mag_tr_16_Ê©Ä§·¨.spr	\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	0	570	0	1	0	4	6	366	-1	1	1	11	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	20	0	0	0				0	0	1	3	1	\script\skill\tianren.lua	firedamage_v	moren150	seriesdamage_p	moren150	fatallystrike_p	moren150	missle_speed_v	moren150	skill_attackradius	moren150	skill_cost_v	moren150	skill_skillexp_v	moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		moren150		"Háa PhÉn V¹n VËt, BÊt Tö BÊt H­u, Thiªn NhÉn §¹i Thõa §ao Ph¸p, c«ng kÝch ph¹m vi ®èi víi môc tiªu phÝa tr­íc."	
Ôì»¯Ì«Çånpc	C«ng kÝch néi c«ng 	1165	902	0	\spr\Ui\¼¼ÄÜÍ¼±ê\150\icon_sk_150_wd_01.spr	\spr\skill\À¥ÂØ\kl_16_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	0	470	0	0	0	5	6	340	-1	1	1	11	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	1		0					0	0	1	4	1	\script\skill\wudang.lua	lightingdamage_v	qiwudang150	skill_attackradius	qiwudang150	skill_cost_v	qiwudang150	stun_p	qiwudang150		qiwudang150	missle_lifetime_v	qiwudang150		qiwudang150	skill_skillexp_v	qiwudang150	seriesdamage_p	qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		qiwudang150		"ThÆng V©n Quy H¹c, Thiªn §¹o V« Cïng, Vâ §ang §¹i Thõa KhÝ C«ng, c«ng kÝch ph¹m vi cã cù li nhÊt ®Þnh."	
